,level_0,index,frequency
1039,1039,Oc3ccc(,4945
1040,1040,\N=C(/,4926
1041,1041,c1ccc(OC,4925
1042,1042,1)c2ccc(,4921
1043,1043,Nc1ncn,4909
1044,1044,NC(=O)[C@H](CCC(=O)N),4908
1045,1045,OC)C,4907
1046,1046,cc(C(=O)N,4906
1047,1047,[Cl,4906
1048,1048,C(=O)OCC,4901
1049,1049,(=O)=O),4893
1050,1050,[Cl-].,4889
1051,1051,n(CC,4885
1052,1052,c9,4882
1053,1053,O2,4877
1054,1054,nccc,4868
1055,1055,N3CC,4867
1056,1056,NC(=O)[C@H](CC(=O)N),4863
1057,1057,2=C(C,4860
1058,1058,s4,4859
1059,1059,ccccc24,4859
1060,1060,N)c2,4854
1061,1061,ncnc3,4851
1062,1062,C(=O)CC,4848
1063,1063,COc1cc(C,4846
1064,1064,oc(cc,4831
1065,1065,n2c(,4806
1066,1066,4)cc,4801
1067,1067,4(CC,4800
1068,1068,2)c(,4789
1069,1069,c1cccnc1,4785
1070,1070,(F)(F)F),4783
1071,1071,ccc(cc2,4782
1072,1072,(=C)C,4772
1073,1073,(Cl)C,4760
1074,1074,N2CCC,4754
1075,1075,P(=O)(,4753
1076,1076,C[C@@H](,4747
1077,1077,=CC(=O)C,4745
1078,1078,s3),4731
1079,1079,cc6,4728
1080,1080,c2occc,4727
1081,1081,)C(F)(F)F)cc,4727
1082,1082,CCCNC(=O),4722
1083,1083,[n+]2,4704
1084,1084,c3c(C),4696
1085,1085,1)C(=O)C,4692
1086,1086,nc2c1,3473
1087,1087,)CC2,4666
1088,1088,CCOc1ccc(,4665
1089,1089,c(Cl)c,4664
1090,1090,\C=C(/C)\,4659
1091,1091,1=C(C),4658
1092,1092,4)c1,4654
1093,1093,c3ccncc,4653
1094,1094,CC2,3131
1095,1095,O[C@H]([C@H](O),4640
1096,1096,(O)(,4639
1097,1097,COc1cccc(C,4626
1098,1098,4CC4,4621
1099,1099,=[N+],4613
1100,1100,c(F)cc,4606
1101,1101,[C@@H]6,4599
1102,1102,)c2ccccc2,4599
1103,1103,CC(C)C[C@H](,4598
1104,1104,CC(C)(C)O,4595
1105,1105,c3cccc(Cl)c3,4593
1106,1106,(C)(C)C)C,4593
1107,1107,nn1,2144
1108,1108,=C2,4579
1109,1109,C(=O)NCC(=O)N,4576
1110,1110,C[C@@H]1CC,4574
1111,1111,CN4,4565
1112,1112,Cc1ccc(cc1,4564
1113,1113,c3nc(,4562
1114,1114,2)S(=O)(=O)N,4560
1115,1115,c3ccc(F)cc3,3271
1116,1116,ccc1C,4552
1117,1117,[C@@H]1O,4548
1118,1118,CC(C)O,4546
1119,1119,c2ccc3OCO,4535
1120,1120,3)c4ccc(cc,4529
1121,1121,c2nc3ccccc3,4528
1122,1122,c5cccc,4526
1123,1123,O)[C@H](O),4520
1124,1124,CC(C)(C)C,4516
1125,1125,C(=O)N[C@@H](C),4511
1126,1126,OC)c3,4504
1127,1127,=CC(=O)O,4498
1128,1128,[C@@]4(C),4488
1129,1129,O=C(CC,4488
1130,1130,C),4487
1131,1131,CNCC,4485
1132,1132,)CC1,4483
1133,1133,n3C,4479
1134,1134,CCCN(CC,4469
1135,1135,cccc1,4468
1136,1136,NC(=O)\C=C\,4467
1137,1137,O)c3,4461
1138,1138,O[C@@H]1,4456
1139,1139,[C@@H]7,4444
1140,1140,5=O),4443
1141,1141,c2ccc(O,4437
1142,1142,N(C(=O)C,4435
1143,1143,NC(=O)CO,4431
1144,1144,c1o,4427
1145,1145,[C@]12C,3348
1146,1146,[C@]1(C),4418
1147,1147,c3ccc4OCO,4411
1148,1148,4=O,4411
1149,1149,N=C2,4397
1150,1150,c1)C(=O)N,4368
1151,1151,4CCCCC4,4365
1152,1152,([O-]),4359
1153,1153,c2ccc(O)cc2),4355
1154,1154,[nH]cn,4351
1155,1155,c3ccc(OC)cc,4350
1156,1156,CN1C(=O)C,4350
1157,1157,NC(=O)CN,4334
1158,1158,c3ccc4ccccc4,4332
1159,1159,Cc1cc(C,4332
1160,1160,c2ccc(cc2)S(=O)(=O)N,4328
1161,1161,O[C@H]1,4322
1162,1162,%11,4305
1163,1163,c2s,4299
1164,1164,N(C)C),4298
1165,1165,CC(=O)O),4297
1166,1166,N=C(N),4292
1167,1167,)[N+](=O)[O-],3962
1168,1168,2)c3ccc4,4289
1169,1169,c7ccccc7,4283
1170,1170,[I,4257
1171,1171,c3c(O),4256
1172,1172,[C@@H](O)CC,4243
1173,1173,3CCN(C,4240
1174,1174,c2c[nH]c3ccccc23),4233
1175,1175,c3ccccc3)c4ccccc4,3465
1176,1176,[I-].,4227
1177,1177,=CC(=O)NC,4223
1178,1178,3)C(=O)C,4213
1179,1179,[O-]),4202
1180,1180,NC(=O)C1,4190
1181,1181,c4ccc(C)cc,4187
1182,1182,(C2),4187
1183,1183,c4ccc(cc4,4185
1184,1184,COc1ccc(cc1)C2,4170
1185,1185,C(F)(F)F,4170
1186,1186,\C(=C(,4163
1187,1187,1)N,4162
1188,1188,N(CC(=O)N,4157
1189,1189,3)c5,4157
1190,1190,1)c2ccccc,4151
1191,1191,c4ccccc34,4150
1192,1192,c3ccccc13,4150
1193,1193,ccnc3,4147
1194,1194,CCCC1,4142
1195,1195,3)c4cccc,4140
1196,1196,Cc1cn,4139
1197,1197,CSCC,4138
1198,1198,c5cccc(,4136
1199,1199,(=N)N,3126
1200,1200,n4),4132
1201,1201,[C@H]4CC,4128
1202,1202,2=O)cc1,4125
1203,1203,c4ccncc,4123
1204,1204,)c3ccc(cc,4105
1205,1205,c4c[nH],4099
1206,1206,n6,4093
1207,1207,Clc1ccc(C,4089
1208,1208,)c(OC)c1,4088
1209,1209,[H],4080
1210,1210,)c(Cl)c1,4078
1211,1211,sc4,4076
1212,1212,N[C@@H](C,4075
1213,1213,CCN(CC)CC,4075
1214,1214,NC(=O)[C@@H](CC,4071
1215,1215,NC(=O)C),4059
1216,1216,Oc1ccc2,4056
1217,1217,[C@]6,4054
1218,1218,c2cc(C),4044
1219,1219,(CC(=O),4044
1220,1220,N3CCCC,4038
1221,1221,3)C(=O)NC,4031
1222,1222,Fc1ccccc1,4027
1223,1223,[C@@H]4[C@@]5,4023
1224,1224,nc12,4018
1225,1225,Cc1nc(,4018
1226,1226,CC[C@H]1,4013
1227,1227,2=,4008
1228,1228,O=,4005
1229,1229,N2C(=O)C,3989
1230,1230,Fc1ccc(C,3980
1231,1231,c1ccc(Cl)cc1,3977
1232,1232,2CCCN(C,3977
1233,1233,O[C@@H]2,3974
1234,1234,NC(=O)[C@H](Cc1ccccc1),3972
1235,1235,CC1CC,3972
1236,1236,c3cc(C),3969
1237,1237,c1O,3959
1238,1238,c2ccc(OC,3954
1239,1239,CCCC(=O)N,3951
1240,1240,occc4,3942
1241,1241,c2ccc(N,3940
1242,1242,COc1cccc2,3938
1243,1243,c5ccc(F)cc,3929
1244,1244,OCC1,3927
1245,1245,O[C@@H](C,3927
1246,1246,=C(C)C,3927
1247,1247,cc(nn,3925
1248,1248,=C(N,3917
1249,1249,c(NC,3916
1250,1250,c2c(O),3913
1251,1251,[C@H]8,3913
1252,1252,3Cl,3912
1253,1253,2)c3ccc(Cl)cc,3912
1254,1254,N2CCN(CC2)C(=O),3911
1255,1255,c2ccncc,3904
1256,1256,)C3,3902
1257,1257,#CC,3897
1258,1258,)n2,1786
1259,1259,4)c(,3886
1260,1260,F.,3881
1261,1261,c4cccnc4,1663
1262,1262,Clc1ccccc1,3877
1263,1263,OCC(=O),3872
1264,1264,nc2C,3871
1265,1265,[C@@H](N),3863
1266,1266,ccc12,3862
1267,1267,c1ccc(C),3858
1268,1268,cocc,3856
1269,1269,c2ccc(OC)cc,3855
1270,1270,[C@@H]([C@@H](C)O),3850
1271,1271,nc5ccccc5,3844
1272,1272,CC1=N,3842
1273,1273,3CC4CC,3832
1274,1274,c2cc(ccc2,3828
1275,1275,)c4ccc(,3822
1276,1276,OCCCN,3811
1277,1277,(=O)O)C(=O),3809
1278,1278,=C(C)C(=O)NC,3808
1279,1279,nc3ccccc3,3801
1280,1280,Cc1o,3801
1281,1281,cc(OC)c1OC,3800
1282,1282,nc6,3791
1283,1283,CCOC(=O)C1,3788
1284,1284,F)c1,3357
1285,1285,c2ccc(NC(=O),3769
1286,1286,CN3C(=O),3769
1287,1287,[C@H](C)O,3766
1288,1288,Br.,3763
1289,1289,C\C(=N/,3762
1290,1290,N2CCOCC,3761
1291,1291,N(CCC,3760
1292,1292,c2cc(Cl),3757
1293,1293,OC(=O)C)C,3753
1294,1294,Cc1ccc(cc1)c2,3753
1295,1295,[C@@]2(CC,3747
1296,1296,3)c4ccc(F)cc,3746
1297,1297,Clc1ccc2,3742
1298,1298,#N)c2,3735
1299,1299,[C@@H](OC(=O)C),3734
1300,1300,c3nn,3725
1301,1301,(C)C)C(=O),3715
1302,1302,\N=C/,3712
1303,1303,5)N,3712
1304,1304,c(N)ncn,3711
1305,1305,)C(=O)N[C@@H](CCCCN,3710
1306,1306,c3c(C,3707
1307,1307,c1c[nH]c2ccccc12),3704
1308,1308,NC(=O)C2,3704
1309,1309,3)S(=O)(=O)N,3699
1310,1310,[C@H](N)C,3689
1311,1311,c1oc(,3685
1312,1312,c5ccc(Cl)cc,3684
1313,1313,CCCCO,3683
1314,1314,ccccc8,3668
1315,1315,1=O)C,3668
1316,1316,2)n3,3667
1317,1317,c4cccc5,3664
1318,1318,c1cccc,3661
1319,1319,NC(=O)CN2,3659
1320,1320,c%2,3658
1321,1321,Fc1ccc(cc1),3655
1322,1322,2CCN(CC2)c3,3651
1323,1323,FC,3649
1324,1324,)c8,3649
1325,1325,c1cccc(c1)N,3644
1326,1326,S1,3643
1327,1327,)cc1Cl,3642
1328,1328,%4,3640
1329,1329,5CCOCC5,3639
1330,1330,CC(=O)N1,3631
1331,1331,n2cc,3629
1332,1332,1/,3623
1333,1333,c2ncc,3614
1334,1334,cccnc3,2057
1335,1335,O.,3603
1336,1336,Cc1cc2,3598
1337,1337,[C@@]3(C),3595
1338,1338,COc1ccc2c(,3590
1339,1339,c3nc4ccccc4,3587
1340,1340,CC(N,3587
1341,1341,c1ccc(Nc2,3586
1342,1342,nc(O),3575
1343,1343,7),3571
1344,1344,)cc1),3570
1345,1345,\C(=O)N,3564
1346,1346,C[C@@H](O),3563
1347,1347,Br)c(,3563
1348,1348,[N-],3560
1349,1349,F)c5,3556
1350,1350,CN2C,3554
1351,1351,ccccc34,3553
1352,1352,CCC(,3552
1353,1353,CC1=O),3551
1354,1354,(CC),3546
1355,1355,c4C,3537
1356,1356,[C@@](C)(C,3535
1357,1357,Cc1nn,3534
1358,1358,c4ccccc4)CC,3525
1359,1359,CN1C(=O)N(C,3524
1360,1360,COc1ccc(cc1OC,3522
1361,1361,2)C3,3519
1362,1362,(C)cc3,3519
1363,1363,n1)C,3518
1364,1364,C(=O)O)C,3518
1365,1365,c1)C,3517
1366,1366,N2CCN(C,3517
1367,1367,c1c(O),3513
1368,1368,cc(N,3506
1369,1369,c4ccccc4)C,3498
1370,1370,NC(=S),3495
1371,1371,Cc1ccc(cc1)S(=O)(=O)N,3494
1372,1372,2CCN(CC2)C(=O),3490
1373,1373,COc1ccc(cc1)C,3486
1374,1374,n2)cc1,3485
1375,1375,cc(cc1,3483
1376,1376,ccc6,3480
1377,1377,[nH]2,3476
1378,1378,3)c4cccc(,3472
1379,1379,c2ccc(Cl)cc2),3467
1380,1380,O=C1C,3463
1381,1381,OC(C)(C)C,3461
1382,1382,CCN(CC1)C(=O),3460
1383,1383,[C@@H](OC(=O),3458
1384,1384,c2ccc(cc2)C(=O)N,3447
1385,1385,)c(C)c1,1614
1386,1386,c2ccccc2)c3ccccc3,1668
1387,1387,C(=O)N[C@@H](CCC(=O)O),3438
1388,1388,Cc1onc(,3437
1389,1389,c4ccc(cc4)C,3432
1390,1390,N3CCOCC,3429
1391,1391,[C@@H]5C,3425
1392,1392,(nn,3423
1393,1393,O=C(NC,3422
1394,1394,(=C(,3422
1395,1395,cc(C)c1,3420
1396,1396,CN(C(=O),3419
1397,1397,[C@H](Cc1ccccc1),3417
1398,1398,c3cc(Cl),3405
1399,1399,)cn1,3402
1400,1400,COP(=O)(O),3393
1401,1401,C[N+],3393
1402,1402,CCCCCCC,3392
1403,1403,c1s,3387
1404,1404,c6ccccc5,3385
1405,1405,(C)(C)CC,3381
1406,1406,nnc1,3380
1407,1407,cc(F),3376
1408,1408,4)C2,3375
1409,1409,#N)c3,3373
1410,1410,NC(=O)[C@H](Cc2ccccc2),3368
1411,1411,c%10,3365
1412,1412,3)c2,3363
1413,1413,c5ccc6,3361
1414,1414,[Si,3358
1415,1415,CC(=O)C,3355
1416,1416,(C)C)C(=O)N[C@@H](C,3349
1417,1417,[C@@H](N)C,3345
1418,1418,COC(=O)N,3344
1419,1419,cccc(c2,3343
1420,1420,.OC(=O)C(=O)O,3342
1421,1421,noc(,3337
1422,1422,c3ccc(Cl)cc3),3337
1423,1423,CC1=C(C,3337
1424,1424,n3)C,3335
1425,1425,CN1CCC,3334
1426,1426,[C@H]3O),3331
1427,1427,c2ccccc2Cl,3329
1428,1428,c1nc2ccccc2,3329
1429,1429,ccc1O,3322
1430,1430,OC(C)(C),3322
1431,1431,3)c4ccc(Cl)cc,3319
1432,1432,c3s,3316
1433,1433,[Si],3315
1434,1434,1)c2ccc(cc,3311
1435,1435,c1cnc(,3310
1436,1436,NC(=O)[C@@H](NC(=O),3307
1437,1437,2)c3ccccc3),3304
1438,1438,C[C@]12CC,3298
1439,1439,3CCCCC3),3295
1440,1440,c3cc2,3287
1441,1441,c4o,3280
1442,1442,NC2,3280
1443,1443,n2cnc3c(,3277
1444,1444,[C@H]1O,3276
1445,1445,c12),3274
1446,1446,s1),3272
1447,1447,[C@H](OC,3272
1448,1448,[C@H]1CC[C@H]2,3267
1449,1449,3CCC(CC,3262
1450,1450,CCOc1ccccc1,3259
1451,1451,CC1(C)CC,3252
1452,1452,NC(=N,3245
1453,1453,CCN(,3245
1454,1454,(=C1C,3243
1455,1455,c1[nH],3241
1456,1456,4=N,3241
1457,1457,cc(c2,3240
1458,1458,3CCCC3,3238
1459,1459,Oc1cc(,3235
1460,1460,n2nc(,3231
1461,1461,CN(CC(=O)N,3226
1462,1462,c1cccc(c1)C(=O)N,3225
1463,1463,7C,3219
1464,1464,(=C1,3219
1465,1465,OC2,3205
1466,1466,=[N+]=,3205
1467,1467,NCCCN,3204
1468,1468,4)c2,3201
1469,1469,C(=O)C(=,3195
1470,1470,NC(=O)N(C,3194
1471,1471,2C1=O),3191
1472,1472,CC[C@H](C)[C@H](,3188
1473,1473,c(OC,3187
1474,1474,cccc4,3183
1475,1475,c3ccccc3C2=O),3181
1476,1476,NC(=N)N,3181
1477,1477,CC(=,3181
1478,1478,NC2=O),3179
1479,1479,OP(=O),3176
1480,1480,N=C(C,3174
1481,1481,C(=O)N2,3173
1482,1482,5)cc1,3173
1483,1483,CCS,3169
1484,1484,c2cccc3ccccc2,3166
1485,1485,c3ccc(Cl)c,3163
1486,1486,c2ccc3OCOc3c2,3161
1487,1487,N3CCCCC,3160
1488,1488,CCN1C(=O),3160
1489,1489,NC(=O)[C@H](CCCN=C(N)N),3156
1490,1490,5CCN(CC,3152
1491,1491,(C1),3152
1492,1492,=CC(=NC,3149
1493,1493,5)C(=O)N,3146
1494,1494,)C1,1968
1495,1495,CC(C)C[C@H](NC(=O),3136
1496,1496,n3cn,3129
1497,1497,\C=N\NC(=O),3126
1498,1498,c34,3122
1499,1499,c1ccccc1)C,3119
1500,1500,(C)(C)[C@@H]5CC,3117
1501,1501,[C@H]5C,3116
1502,1502,[C@H](O[C@@H],3115
1503,1503,(C)cc2,3106
1504,1504,)c2ccc(,3101
1505,1505,C(=O)C=C,3094
1506,1506,CCCC(=O),3092
1507,1507,O=C(N1,3091
1508,1508,)c4ccc(cc,3088
1509,1509,n1c(,3087
1510,1510,4CC4),3082
1511,1511,[C@H]2O),3078
1512,1512,COc1cc(cc(OC)c1OC,3077
1513,1513,C(=O)NC(=N,3068
1514,1514,c2ccc(Cl)cc2,2694
1515,1515,[C@@]6,3065
1516,1516,c4ccc(Cl)cc4,2432
1517,1517,P(=O)(O)O),3060
1518,1518,O=S(=O),3057
1519,1519,c3ccc(cc2,3055
1520,1520,C(=O)N2C,3055
1521,1521,c2ccc(F)cc2),3054
1522,1522,NC(C,3049
1523,1523,(C)O,3049
1524,1524,4CCCC4,3045
1525,1525,c1Cl,3041
1526,1526,c3ccc(O)cc3),3029
1527,1527,c5ccccc5C,3027
1528,1528,)C(=O)N[C@@H](CCCNC(=N)N),3026
1529,1529,C[C@@]1,3007
1530,1530,OC3,3006
1531,1531,nc23,2992
1532,1532,2CCCCC2),2992
1533,1533,Oc3cc(,2991
1534,1534,3)c4ccc,2991
1535,1535,2)c3cc(,2989
1536,1536,CN1C(=O)N,2985
1537,1537,Nc1ncnc2c1,2984
1538,1538,Br)c,2982
1539,1539,COc1ccc(OC)c(,2976
1540,1540,[C@H](N,2974
1541,1541,4)C(F)(F)F,2973
1542,1542,[C@@]34C),2969
1543,1543,c4ccc(cc4),2964
1544,1544,Oc4ccccc4,2964
1545,1545,c3cccs,2962
1546,1546,COc1ccc(cc1)S(=O)(=O)N,2962
1547,1547,nn[nH],2960
1548,1548,c1nc(C,2954
1549,1549,c2ccc3c(,2951
1550,1550,=C(C(=O)N,2946
1551,1551,3C1=O,2945
1552,1552,c5ccccc45,2943
1553,1553,c3ncn,2943
1554,1554,=C(C(=O)O)C(=O),2942
1555,1555,cn3,2941
1556,1556,N3CCC(CC,2941
1557,1557,COc1ccccc1C,2941
1558,1558,cc(Cl)ccc3,2939
1559,1559,%12,2939
1560,1560,5)C(=O),2931
1561,1561,[C@]3(C)C,2928
1562,1562,c2cccc(C,2927
1563,1563,Oc2ccc(,2927
1564,1564,NC(=O)C(,2927
1565,1565,O[C@@H](O,2925
1566,1566,Cc1oc(,2922
1567,1567,)c2cc1OC,2922
1568,1568,[n+]([O-],2914
1569,1569,\S,2912
1570,1570,OO,2909
1571,1571,c4ccc(F)cc4,2724
1572,1572,c3ccc4OCOc4c3,2907
1573,1573,c3ccc(cc3)c4ccccc4,2906
1574,1574,c1ccc(F)cc,2904
1575,1575,CCCCC1,2898
1576,1576,c3nc4,2897
1577,1577,4CC5CC,2889
1578,1578,6CCOCC,2886
1579,1579,S)N,2885
1580,1580,c4ccc(C,2881
1581,1581,O)c(C,2881
1582,1582,7CC,2881
1583,1583,c3),2878
1584,1584,[n+](C,2878
1585,1585,3)n4,2876
1586,1586,C(=O)N[C@@H](CCCN=C(N)N),2872
1587,1587,NC(=O)[C@@H](NC(=O)[C@H](C,2871
1588,1588,CC(C)n1,2869
1589,1589,COc1cc(OC),2868
1590,1590,Cc1nc2,2866
1591,1591,[C@@H]4[C@@]5(C)CC,2858
1592,1592,CC(=O)N[C@@H](C,2858
1593,1593,(CC1,2857
1594,1594,CCCCN,2852
1595,1595,5CC5,2852
1596,1596,[n+]3,2850
1597,1597,CC1C,2849
1598,1598,)C1=O,2846
1599,1599,)C(F)(F)F)C,2843
1600,1600,c2ccccc2)C(=O)N,2842
1601,1601,CC(O),2842
1602,1602,[nH]3,2839
1603,1603,c1)c3,2837
1604,1604,SC),2837
1605,1605,c5c4,1725
1606,1606,Nc2ncn,2826
1607,1607,NC(=O)CNC(=O),2826
1608,1608,c1)S(=O)(=O)N,2822
1609,1609,)C(F)(F)F)c3,2821
1610,1610,Oc1ccccc1,2820
1611,1611,c3ccccc1,2816
1612,1612,CCOC(=O)N1,2812
1613,1613,OCCCO,2811
1614,1614,N(C)C(=O)N,2807
1615,1615,CCC(=O),2806
1616,1616,1)c2ccc3,2802
1617,1617,[C@]4(C)[C@H]3CC,2801
1618,1618,ONC(=O),2800
1619,1619,\C(=C/C,2799
1620,1620,c3ccc(F)cc3),2795
1621,1621,COc1cccc(c1)c2,2792
1622,1622,Cn1c(,2791
1623,1623,OC3=O),2787
1624,1624,O)cc2,2787
1625,1625,3C2=O),2787
1626,1626,)c3),2787
1627,1627,cnn(C,2784
1628,1628,c2c1)c3,2781
1629,1629,[C@@H]1CCCN1C(=O),2781
1630,1630,)cc2)cc1,2780
1631,1631,3/,2776
1632,1632,ns,2772
1633,1633,CCN(C)C,2772
1634,1634,6)c7,2772
1635,1635,n2CC,2770
1636,1636,CCN1CC,2768
1637,1637,5)c4,2767
1638,1638,SCC(=O),2766
1639,1639,C(=O)N[C@@H](CO),2765
1640,1640,c4cccc(Cl)c4,2762
1641,1641,n1CC,2760
1642,1642,c4ncc,2759
1643,1643,N3CCC,2759
1644,1644,[C@@H](O[C@H],2757
1645,1645,2)c3ccc(F)cc,2756
1646,1646,nc4ccccc4,2752
1647,1647,O[C@H]2,2746
1648,1648,c1ccccc1)C(=O)N,2736
1649,1649,)C2=N,2736
1650,1650,2=C(,2735
1651,1651,n2cc(C,2729
1652,1652,2)C(=O)O,2728
1653,1653,c3occc3,2169
1654,1654,)c4cccc(,2726
1655,1655,(O)C(O)C,2726
1656,1656,cn2,2716
1657,1657,n2nn,2715
1658,1658,c2cc(C,2715
1659,1659,\N=N\,2714
1660,1660,O[C@H](C)C,2714
1661,1661,O)C(=O),2712
1662,1662,Clc1ccc(cc1),2712
1663,1663,c2cccs,2707
1664,1664,(=O)=O,2707
1665,1665,=C(C(=O),2706
1666,1666,)cc3),2706
1667,1667,CCCCN1,2700
1668,1668,c3ccc(OC,2696
1669,1669,CC(CC,2694
1670,1670,CC1(C)C,2689
1671,1671,c1C(=O)N,2684
1672,1672,[C@H](C(=O)N,2682
1673,1673,OC(=O)[C@H](C),2682
1674,1674,[C@@H]([C@@H](C)CC,2679
1675,1675,NC3=O),2679
1676,1676,O[C@H]1C,2676
1677,1677,C(=O)N[C@@H](CCC(=O)N,2670
1678,1678,O[C@@H]3,2669
1679,1679,CN4C(=O),2662
1680,1680,3)C(F)(F)F,2661
1681,1681,NC1=O,2659
1682,1682,CC(=O)N[C@@H](CC,2655
1683,1683,nc3ccccc2,2648
1684,1684,ncn2,2638
1685,1685,)c(CC,2637
1686,1686,2CC3CC,2635
1687,1687,[C@]5(C),2631
1688,1688,c4ccc(Br)cc,2630
1689,1689,(=C(C),2630
1690,1690,ccccc15,2628
1691,1691,COc1c(,2627
1692,1692,c3ccccc3Cl,1759
1693,1693,Fc1cc(,2626
1694,1694,\C(=C\C,2624
1695,1695,CCCCCCCCCC,2617
1696,1696,n4)c5,2611
1697,1697,O)CC,2611
1698,1698,(CC)C,2609
1699,1699,c4ccc(OC)cc,2608
1700,1700,(Cl)c5,2606
1701,1701,[C@H](O)CC,2605
1702,1702,Nc2cc(,2605
1703,1703,Clc1cc,2604
1704,1704,S2,2602
1705,1705,OC)N,2602
1706,1706,O[C@@H]1C,2600
1707,1707,c4ccccc34),2599
1708,1708,C(=O)O)C(=O)O,2597
1709,1709,n1)c3,2596
1710,1710,N4CCCC,2593
1711,1711,ccnc1,2591
1712,1712,SC(=S)N,2591
1713,1713,cc1C,2589
1714,1714,NC1=N,2587
1715,1715,)O,2582
1716,1716,OCC(O),2577
1717,1717,N2CCCCC,2575
1718,1718,Br)c2,2574
1719,1719,cc(O,2572
1720,1720,CN2CCN(CC,2572
1721,1721,=[N+]=[N-],2572
1722,1722,N[C@@H](CC,2571
1723,1723,c2cccc(Cl)c2,2567
1724,1724,[S+]([O-],2564
1725,1725,C(=O)N[C@@H](CC(=O)O),2564
1726,1726,cc(c3,2562
1727,1727,c5ccc(O)cc,2561
1728,1728,3CCCO,2561
1729,1729,2)c3cn,2559
1730,1730,)c6ccccc6,1999
1731,1731,(=CC(=O),2559
1732,1732,c5cn,2558
1733,1733,Nc2nc(,2555
1734,1734,[nH]c2,2551
1735,1735,6=O),2551
1736,1736,\C(=O),2546
1737,1737,cn1),2536
1738,1738,CO[C@H]1,2536
1739,1739,N(C)CC,2535
1740,1740,cc(ccc3,2533
1741,1741,c1sc(,2529
1742,1742,2)c3cccc(,2526
1743,1743,\C),2523
1744,1744,([H],2522
1745,1745,[O-][N+](=O)c1ccc(,2521
1746,1746,N3C(=O),2521
1747,1747,c4ccc5ccccc5,2515
1748,1748,COC(=O)C1,2515
1749,1749,ncc(C,2513
1750,1750,OP(=O)(O)O),2513
1751,1751,NCCN,2509
1752,1752,ncnc23,2508
1753,1753,[P,2505
1754,1754,c2cc1OC,2504
1755,1755,O)c4,2504
1756,1756,NC(=O)c2ccccc2,2504
1757,1757,6CCCC,2501
1758,1758,c1)N,2499
1759,1759,CC(=O)OC,2497
1760,1760,nc3c2,2489
1761,1761,[C@H](O)[C@H](O),2489
1762,1762,c4ccc5OCOc5,2484
1763,1763,3CC4CC(CC(C,2484
1764,1764,(c4ccccc4,2484
1765,1765,[C@]23,2483
1766,1766,cc(Br),2482
1767,1767,CCC2,2478
1768,1768,c6ccc(,2476
1769,1769,[C@H](Cc2ccccc2),2474
1770,1770,c3ccccc3)CC,2472
1771,1771,n(C),2471
1772,1772,[nH]c3,2471
1773,1773,c1cc(C),2470
1774,1774,c3cccc(F)c3,2466
1775,1775,CCCn1,2466
1776,1776,c3ccc(C)cc3,2260
1777,1777,c1ccc2ccccc2,2464
1778,1778,S\C(=C/,2464
1779,1779,CN1C(=O)N(C)c2,2458
1780,1780,C(=O)\C=C\,2455
1781,1781,c23),2454
1782,1782,OCOc6,2454
1783,1783,(C)C)N(C)C(=O),2449
1784,1784,NC(=O)\C(=C\,2445
1785,1785,c4ccccc2,2443
1786,1786,CN2CC,2443
1787,1787,NC(=O)COC(=O),2441
1788,1788,nnc2,2440
1789,1789,cccnc4,1880
1790,1790,c3cccs3,2430
1791,1791,CNS(=O)(=O),2429
1792,1792,)C(C)C,2427
1793,1793,1CCCC,2424
1794,1794,OC1=O,2423
1795,1795,c4[nH],2421
1796,1796,C[C@H](CO),2420
1797,1797,c2[nH],2418
1798,1798,c2ccc(cc1,2416
1799,1799,(CCCCC,2415
1800,1800,coc(,2414
1801,1801,)c(N,2413
1802,1802,P(=O)(O)O,2412
1803,1803,(C)c4,2412
1804,1804,cnc2,2409
1805,1805,c2c[nH]cn,2409
1806,1806,4)C2)C,2408
1807,1807,F)c(F)c(,2405
1808,1808,3)cc2,2392
1809,1809,OP(=O)(O)OC,2386
1810,1810,C[C@H](CC,2386
1811,1811,OC(=O)\C=C\,2383
1812,1812,c2c1)C,2382
1813,1813,O[C@H](C)C[C@@H](,2379
1814,1814,OC(=O)C(F)(F)F.,2379
1815,1815,SS,2378
1816,1816,Br)cc1,2378
1817,1817,=C4,2378
1818,1818,3)C4,2374
1819,1819,(N)C,2373
1820,1820,c(C(=O)N,2371
1821,1821,N(CCCC,2370
1822,1822,\C=C/2,2368
1823,1823,1=CC,2368
1824,1824,3CC3,2367
1825,1825,n1)C(=O)N,2366
1826,1826,cc12,2366
1827,1827,2)NC(=O),2364
1828,1828,)c3c2,2035
1829,1829,n2ccnc2,2360
1830,1830,c1ccc2nc(,2360
1831,1831,c3cc(ccc3,2356
1832,1832,2)O,2354
1833,1833,c1ccc(Cl)c(,2352
1834,1834,c3[nH],2349
1835,1835,c2ccccc2)cc1,2347
1836,1836,c(C)cc,2345
1837,1837,N4CCOCC,2345
1838,1838,CO[C@@H]1,2345
1839,1839,[C@@H]8,2343
1840,1840,F)cc1,1874
1841,1841,N1C(=O)C,2340
1842,1842,[C@](O)(C,2338
1843,1843,CCN3,2332
1844,1844,CCOc1cc(,2330
1845,1845,ccc13,2329
1846,1846,NC(=O)C(C,2328
1847,1847,COc1ccc2C,2328
1848,1848,CCOc1ccc(cc1),2326
1849,1849,Br)c3,2326
1850,1850,c3cc(C,2325
1851,1851,nc1C,2324
1852,1852,(=C2,2324
