smiles,title,cid
CNc1nc(C)nc(N[C@H]2CCC[C@H](C2)C(=O)NCc2ccc(cc2C(F)(F)F)C#N)n1,Unii-L33EX3XR0T,59448236.0
Cc1cncc(CN2CCC(CC2)=C2c3ccc(Cl)cc3CCc3cccnc23)c1,Rupatadine,133017.0
CCCCn1c(=O)n(CCCO)c2nc([nH]c2c1=O)C12CC3CC1CC(C2)C3,"1-Butyl-3-(3-hydroxypropyl)-8-(3-tricyclo[3.3.1.03,7]nonanyl)-7H-purine-2,6-dione",11689583.0
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,Tideglusib,11313622.0
Fc1cccc(Cl)c1C(=O)NC(=O)NC1c2ccccc2-c2ccccc12,2-Chloro-N-[(9H-fluoren-9-ylamino)carbonyl]-6-fluorobenzamide,44249042.0
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Amperozide,73333.0
Oc1cc(Cl)c(I)cc1NCC(=O)N1CCN(CC1)C(=O)C=C,K-Ras(G12C) inhibitor 12,73555129.0
Cc1ccc2c(c1C)n(CCCN)c1ccccc1c2=O,ER-27319 free base,9799509.0
CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl,3-(4-[4-([1-(2-Chlorophenyl)ethoxy]carbonylamino)-3-methyl-5-isoxazolyl]benzylthio)propanoic acid,10367662.0
OCCNCCCOc1cccc(Cl)c1Cl,"2-[3-(2,3-Dichlorophenoxy)propylamino]ethanol",2250975.0
CC(C)(C)C(=O)CN1c2ccccc2N(C[C@@H](NC(=O)Nc2cccc(c2)C(O)=O)C1=O)C1CCCCC1,Nastorazepide,9872609.0
CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C,Cefathiamidine,15942748.0
Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O,Dyphylline,3182.0
Oc1c(C(=O)C2CC2)c(=O)[nH]c2cc(Cl)ccc12,7-Chloro-3-(cyclopropanecarbonyl)-4-hydroxyquinolin-2(1H)-one,54687453.0
CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,SB 221284,443389.0
Cc1cnc(c[n+]1[O-])C(O)=O,Acipimox,5310993.0
Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,Thiamine,1130.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,,
OCCN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Ioversol,3741.0
CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,Ceritinib,57379345.0
CCN1CCC(CC1)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,Cot inhibitor-2,44143370.0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Iopromide,3736.0
CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1cccnc1,3-Amino-6-{4-[(4-Methylpiperazin-1-Yl)sulfonyl]phenyl}-N-Pyridin-3-Ylpyrazine-2-Carboxamide,10138980.0
COc1ccn2ncc(-c3nc4[nH]nc(NC(=O)c5ccc(F)cc5)c4cc3F)c2c1,"4-Fluoro-N-[5-fluoro-6-(5-methoxypyrazolo[1,5-a]pyridin-3-yl)-1H-pyrazolo[3,4-b]pyridin-3-yl]benzamide",59528098.0
Oc1ncc(N(CCCl)CCCl)c(O)n1,Uracil mustard,6194.0
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(c(NC4CCC4)n3)C(F)(F)F)ccc21,PF-03814735,51346455.0
[O-][N+](=O)c1ccc(cc1)C(=O)Nc1cc(nn1-c1ccccc1F)-c1ccccc1,N-[1-(2-Fluorophenyl)-3-phenyl-1H-pyrazol-5-yl]-4-nitrobenzamide,11625520.0
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O,Uridine,6029.0
COc1ccc(CNC(=O)c2cc(ncc2-c2nccs2)-c2cncc(C)c2)nc1OC,MK-3697,46190695.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)c1cccs1,Temocapril,443874.0
Nc1ncnc2n(nc(COc3cccc(Cl)c3)c12)C1CCOCC1,"3-[(3-Chlorophenoxy)methyl]-1-(Tetrahydro-2h-Pyran-4-Yl)-1h-Pyrazolo[3,4-D]pyrimidin-4-Amine",53472153.0
COc1cc2CCN(C(=O)Nc3cc(F)cc(c3)-c3cccnc3)c2cc1C(F)(F)F,N-(3-(3-Pyridinyl)-5-fluorophenyl)-5-methoxy-6-(trifluoromethyl)indoline-1-carboxamide,443390.0
CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c1ccccc1,Ezatiostat,5310939.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,Pirarubicina,11296583.0
OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,Dofequidar,213040.0
[O-][N+](=O)c1cc(ccc1C(=O)C1C(=O)CCCC1=O)C(F)(F)F,Nitisinone,115355.0
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc12,Zotepine,5736.0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,Urapidil,5639.0
Cc1cccc(\C=N\Nc2cc(nc(OCCc3ccccn3)n2)N2CCOCC2)c1,N-[(E)-(3-Methylphenyl)methylideneamino]-6-morpholin-4-yl-2-(2-pyridin-2-ylethoxy)pyrimidin-4-amine,10173277.0
CN1CCN(CC1)C(=O)C1[C@H]2CC[C@H](O2)C1C(O)=O,"(1S,4R)-3-(4-Methylpiperazine-1-carbonyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid",25007767.0
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,BS-181,49867929.0
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,Ritonavir,392622.0
CCOc1ccccc1-n1c(=O)c2ccccc2nc1C(C)N1CCN(CC1)C(=O)COc1ccc(Cl)cc1,Erastin,11214940.0
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,Macitentan,16004692.0
Clc1ccc(cc1)-c1nc2sccn2c1\C=N\OCc1ccc(Cl)c(Cl)c1,Citco,9600409.0
OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Isomaltosaccharide,5460037.0
CCc1cncnc1N1CCN(CC1)Cc1nc2cc(ccc2[nH]1)C(F)(F)F,2-{[4-(5-Ethylpyrimidin-4-Yl)piperazin-1-Yl]methyl}-5-(Trifluoromethyl)-1h-Benzimidazole,51371303.0
Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1,Cidofovir,60613.0
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1,Venetoclax,49846579.0
O=C1Nc2ccccc2C11OCC2(CO1)COC1(OC2)C(=O)Nc2ccccc12,CID 644733,644733.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,Dexloxiglumide,65937.0
O[C@@H]1[C@@H](CCl)O[C@H]([C@@H]1O)n1cnc2c(NC3CC4CCC3C4)ncnc12,(+/-)-5'-Chloro-5'-deoxy-ENBA,42636897.0
Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc(F)c(F)c2)CC1,"3,4-Difluoro-N-[2-[1-(3-fluorophenyl)-4-oxo-1,3,8-triazaspiro[4.5]decan-8-yl]ethyl]benzamide",53393916.0
O=C(NCC1(CCOCC1)N1CCN(CC1)c1ccccc1)c1cccnc1Sc1ccccc1,N-((4-(4-Phenylpiperazin-1-yl)tetrahydro-2H-pyran-4-yl)methyl)-2-(phenylthio)nicotinamide,66553218.0
Clc1cccc(SC2CCNCC2)n1,Anpirtoline,65854.0
CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O,"3-Undecylcyclohexane-1,2,4,5-tetrone",44483355.0
COc1cc2c(NC3CCN(C)CC3)nc(nc2cc1OCCOCCN(C)C)N1CCCN(C)CC1,"7-[2-[2-(Dimethylamino)ethoxy]ethoxy]-6-methoxy-2-(4-methyl-1,4-diazepan-1-yl)-N-(1-methylpiperidin-4-yl)quinazolin-4-amine",46901937.0
C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(N)=O)NCCOc1ccccc1OCC(F)(F)F,Silodosin,5312125.0
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,Alfuzosin,2092.0
C[C@@H]1NC(=O)NC1=O,"(5S)-5-Methylimidazolidine-2,4-dione",6419931.0
CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1,PF-03758309,25227462.0
OC(=O)Cn1c2CCN(Cc2c2cc(F)ccc12)C(=O)c1cccc2ccccc12,Setipiprant,49843471.0
C[C@@H](CN1CCN(CC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1)Nc1ncnc2c(C)csc12,LPA2 antagonist 1,24882686.0
CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,N-[3-[[5-Chloro-2-[4-(4-methyl-1-piperazinyl)anilino]-4-pyrimidinyl]oxy]phenyl]-2-propenamide,44607360.0
Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F,"N-[7-Cyano-6-[4-fluoro-3-[[2-[3-(trifluoromethyl)phenyl]acetyl]amino]phenoxy]-1,3-benzothiazol-2-yl]cyclopropanecarboxamide",46209401.0
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO,"[(1S,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32R,35R)-1,18-Dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl] 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate",129009966.0
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,CID 6918852,6918852.0
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Rosiglitazone,77999.0
OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1,"1-(3',4'-Dichloro-2-Fluorobiphenyl-4-Yl)cyclopropanecarboxylic Acid",9996409.0
[O-][N+](=O)c1cccc2cn[nH]c12,7-Nitroindazole,1893.0
CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)cc1,Andarine,9824562.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,Ioxilan,3743.0
COc1cc(ccc1\N=N\c1ccc2c(cc(c(N)c2c1O)S(O)(=O)=O)S(O)(=O)=O)-c1ccc(\N=N\c2ccc3c(cc(c(N)c3c2O)S(O)(=O)=O)S(O)(=O)=O)c(OC)c1,Direct Blue 1,17461.0
Oc1c(I)cc(Cl)c2cccnc12,Clioquinol,2788.0
CN1CCC(CC1)NC(=O)c1cc(on1)-c1c(O)cc(O)cc1Oc1ccc(cc1)[N+]([O-])=O,"5-[2,4-Dihydroxy-6-(4-Nitrophenoxy)phenyl]-N-(1-Methylpiperidin-4-Yl)-1,2-Oxazole-3-Carboxamide",135566652.0
OC[C@@H](O)CNC(=O)c1ccncc1Nc1ccc(I)cc1F,Pimasertib,44187362.0
Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O,Etofylline clofibrate,41109.0
CC(=O)N[C@@H]1[C@@H](NC(N)=N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,Zanamivir,60855.0
CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(cc1)N1CCC(CC1)c1ccc(OC(F)(F)F)cc1,"6-Chloro-2-ethyl-N-[[4-[4-[4-(trifluoromethoxy)phenyl]piperidin-1-yl]phenyl]methyl]imidazo[1,2-a]pyridine-3-carboxamide",68234908.0
COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,Berberine,2353.0
CN1CCc2c(C1)c1cc(C)ccc1n2CCc1ccc(C)nc1,Latrepirdine,197033.0
Cc1cc(CN)cc(C)c1NC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl,"N-(4-(Aminomethyl)-2,6-dimethylphenyl)-5-(2,5-dichlorophenyl)furan-2-carboxamide",53358422.0
OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O,Aurothioglucose,454937.0
COc1ccsc1CNCC[C@]1(CCOC2(CCCC2)C1)c1ccccn1,Oliceridine,66553195.0
COC(=O)c1cc(OC)c2OCOc2c1-c1c2OCOc2c(OC)cc1C(=O)OC,Bifendate,108213.0
Cc1c(ccc(C#N)c1Cl)N1C(=O)[C@@H]2[C@H](O)CCN2C1=O,Bms-564929,9882972.0
C[C@H]1NC(=O)NC1=O,"(5R)-5-Methylimidazolidine-2,4-dione",1615267.0
Cn1c2ncn(CC3OCCO3)c2c(=O)n(C)c1=O,Doxofylline,50942.0
OCC(O)COC(=O)c1ccccc1Nc1ccnc2c(cccc12)C(F)(F)F,Floctafenine,3360.0
Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1,Aminopterin,169371.0
Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O,"4-(4-Fluorobenzyl)-2-p-tolyl-1,2,4-thiadiazolidine-3,5-dione",2733079.0
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,Zacopride,108182.0
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O,Acenocoumarol,54676537.0
CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(C1=O)c23,"1-(2-(2-(Dimethylamino)ethyl)-1,3-dioxo-2,3-dihydro-1H-benzo[de]isoquinolin-5-yl)urea",16048966.0
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,"2-{4-[(1e)-1-(Hydroxyimino)-2,3-Dihydro-1h-Inden-5-Yl]-3-(Pyridin-4-Yl)-1h-Pyrazol-1-Yl}ethanol",11717001.0
CNC(=S)C1(CCCS1)c1ccccn1,Picartamide,3034005.0
CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O,"(Z)-N'-((6-Bromoimidazo[1,2-a]pyridin-3-yl)methylene)-N,2-dimethyl-5-nitrobenzenesulfonohydrazide",10275789.0
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,Sirolimus,5284616.0
Oc1noc2CNCCc12,Gaboxadol,3448.0
Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1,Tipifarnib,159324.0
Cc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12,"3-(1-(4-Chlorobenzyl)-5-fluoro-3-methylindol-2-yl)-2,2-dimethylpropanoic acid",122070.0
CCCCC1CCC(CC1)c1nc(no1)-c1ccncc1,"4-[5-(4-Butylcyclohexyl)-1,2,4-oxadiazol-3-yl]pyridine",2875918.0
C[C@H](NC[C@H](O)CP(O)(=O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1,"[(2S)-3-[[(1S)-1-(3,4-Dichlorophenyl)ethyl]amino]-2-hydroxypropyl]-(phenylmethyl)phosphinic acid",5311042.0
CC1=NN(C(=O)C\1=N\Nc1cccc(-c2cccc(c2)C(O)=O)c1O)c1ccc(C)c(C)c1,,
NC(=N)Nc1ccc(Cl)cc1,1-(4-Chlorophenyl)guanidine,2757788.0
CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3cc(ccc3[nH]2)C(C)(C)C)C1,,
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,Everolimus,6442177.0
CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@H](O)[C@H]1O,Sorbitan monostearate,13267937.0
CCOc1ccc(cc1OCC)-c1nc(no1)-c1cccc2C(CCc12)NCCO,"2-({4-[5-(3,4-Diethoxyphenyl)-1,2,4-oxadiazol-3-yl]-2,3-dihydro-1H-inden-1-yl}amino)ethan-1-ol",25110406.0
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,Abt-737,11228183.0
Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(c1)C(=O)N[C@H](CO)c1cccc(Cl)c1,4-[2-(2-Chloro-4-fluoroanilino)-5-methylpyrimidin-4-yl]-N-[(1S)-1-(3-chlorophenyl)-2-hydroxyethyl]-1H-pyrrole-2-carboxamide,11634725.0
OC(=O)c1n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2c1Sc1ccccc1,Ntzdpa,9954280.0
C1CN(CCN1)c1ccc2ccccc2n1,Quipazine,5011.0
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,Oglemilast,11387409.0
CN1c2cc3ccccc3cc2C(=O)N(C)c2c(C)nc(Nc3cnn(c3)C3CCNCC3)nc12,"2,7,9-Trimethyl-5-[(1-piperidin-4-ylpyrazol-4-yl)amino]-2,4,6,9-tetrazatetracyclo[9.8.0.03,8.013,18]nonadeca-1(19),3,5,7,11,13,15,17-octaen-10-one",78357766.0
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,Niceritrol,4476.0
C[C@@H]([C@H](O)c1ccccc1)N(C)C,Methylephedrine,64782.0
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Pioglitazone,4829.0
Nc1nc(SCc2csc(n2)-c2ccc(Cl)cc2)c(C#N)c(-c2ccc(OCCO)cc2)c1C#N,Capadenoson,9936489.0
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,Midostaurin,9829523.0
Cc1cccc(n1)-c1n[nH]cc1-c1ccc(F)c(c1)-c1cnn(CCO)c1,2-[4-[2-Fluoro-5-[5-(6-methylpyridin-2-yl)-1H-pyrazol-4-yl]phenyl]pyrazol-1-yl]ethanol,11703284.0
CC(C)[C@@](O)(c1c[nH]nn1)c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1,Seviteronel,78357816.0
NC(=O)NC1NC(=O)NC1=O,Allantoin,204.0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Isoconazole,3760.0
C\C(=N/c1ccccc1N)c1c(C)cc(=O)n(O)c1O,"5-[1-[(2-Aminophenyl)imino]ethyl]-1,6-dihydroxy-4-methyl-2(1H)-pyridinone",135484493.0
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,beta-Maltose,6255.0
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,Clofilium,2798.0
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC=O)CC(C)C(=O)\C=C\C2(C)OC2C1C,Rosaramicin,5383587.0
Nc1ncnc2n(cc(C#N)c12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Toyocamycin,11824.0
O[C@@H](CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1,Ezetimibe,150311.0
CN(C(=O)c1ccc(c(c1)[N+]([O-])=O)S(=O)c1nccs1)c1ccccc1C,"Benzamide, N-methyl-N-(2-methylphenyl)-3-nitro-4-(2-thiazolylsulfinyl)-",6918567.0
C[C@H](Nc1cc(cc(Nc2cnccn2)n1)-c1cnn(C)c1)c1ccc(F)cc1,"(S)-N-(1-(4-Fluorophenyl)ethyl)-4-(1-methyl-1H-pyrazol-4-yl)-N'-(pyrazin-2-yl)pyridine-2,6-diamine",46866319.0
Clc1cccc2CN(C(=O)c12)c1cccc(c1)C(=O)N1CCC2(CC1)CCN(CC2)c1ccncc1,Eln-441958,11848206.0
CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,Dimethindene,21855.0
NC(Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O,"(RS)-1-(2-amino-2-carboxyethyl)-3-(2-carboxybenzyl)pyrimidine-2,4-dione",11674376.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O,Mexate,4112.0
CNc1ccc(cc1-n1cnc(c1)-c1ccc(cc1)C(F)(F)F)[N+]([O-])=O,N-Methyl-4-nitro-2-[4-[4-(trifluoromethyl)phenyl]imidazol-1-yl]aniline,91826088.0
Oc1c(Br)cc(Br)c2cccnc12,Broxyquinoline,2453.0
FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(c1)C(F)(F)F,"3-((3,5-Bis(trifluoromethyl)phenyl)methyloxy)-2-phenylpiperidine",132846.0
N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O,"(S)-1-(2-Amino-2-carboxyethyl)-3-(2-carboxybenzyl)pyrimidine-2,4-dione",6420161.0
COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,Cabozantinib,25102847.0
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,Iopamidol,65492.0
CN(C)C(=O)CCSC(SCCC(O)=O)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1,Verlukast,5281888.0
N[C@@H](CCC(=O)C=[N+]=N)C(O)=O,[(5S)-5-Amino-5-carboxy-2-oxopentylidene]-iminoazanium,121478083.0
Cn1nnc2c(ncn2c1=O)C(N)=O,Temozolomide,5394.0
CC(C)(C)c1ccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)cc1,Buclizine,6729.0
CN(C)CCC=C1c2ccccc2C=Cc2ccccc12,Cyclobenzaprine,2895.0
Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C,Coluracetam,214346.0
Nc1nc(O)c2NC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2n1,Tetrahydrofolic acid,135444742.0
CCOc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C3CCCC3)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,CID 71604307,71604307.0
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12,"1-(Tert-butyl)-3-(4-chlorophenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",4878.0
OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,Silmitasertib,24748573.0
CNC(=O)COC(=O)NCCC1CCN(CC1)c1cccc(C)n1,[2-(Methylamino)-2-oxoethyl] N-[2-[1-(6-methylpyridin-2-yl)piperidin-4-yl]ethyl]carbamate,9840648.0
[O-][N+](=O)\C=C\c1ccc2OCOc2c1,"3,4-Methylenedioxy-beta-nitrostyrene",672296.0
NCCCCN,Putrescine,1045.0
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,Aliskiren,5493444.0
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(cc3)N3CCN(C)CC3)n2)c(OC)c1,"(2,6-Dimethylphenyl) N-(2,4-dimethoxyphenyl)-N-[2-[4-(4-methylpiperazin-1-yl)anilino]pyrimidin-4-yl]carbamate",11844351.0
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,"3,6-Dimethyl-N-(Pentan-3-Yl)-2-(2,4,6-Trimethylphenoxy)pyridin-4-Amine",9862166.0
NCc1cccnc1,3-(Aminomethyl)pyridine,31018.0
CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl,"(E)-3-(2-Chloro-4-((3-(2,6-dichlorophenyl)-5-isopropylisoxazol-4-yl)methoxy)styryl)benzoic acid",9893571.0
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,Penciclovir,135398748.0
CCOC(=O)C1CSC(N1)Cc1ccc(OCc2ccc([N+]([O-])=O)cc2)cc1,2-[[4-[(4-Nitrophenyl)methoxy]phenyl]methyl]-4-thiazolidinecarboxylic acid ethyl ester,10222761.0
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Lidoflazine,3926.0
C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12,"5-[6-[4-(1-Piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]quinoline",60182388.0
COc1ccc2nc3CCCCc3c(N)c2c1,"7-Methoxy-1,2,3,4-tetrahydroacridin-9-amine",119053.0
