+------+-------------+--------------+-------------+-------------+
| Rank |  Drug Name  | Target Name  | Interaction | Probability |
| 1303 |  11351968.0 | Protein 3170 |      NO     |     0.00    |
| 1304 |   68843.0   | Protein 4008 |      NO     |     0.00    |
| 1305 |  50898538.0 | Protein 3163 |      NO     |     0.00    |
| 1306 |   25051.0   | Protein 532  |      NO     |     0.00    |
| 1307 |   107706.0  | Protein 5819 |      NO     |     0.00    |
| 1308 |  44205240.0 | Protein 5876 |      NO     |     0.00    |
| 1309 |  46911016.0 | Protein 3884 |      NO     |     0.00    |
| 1310 |  6918456.0  | Protein 1198 |      NO     |     0.00    |
| 1311 |   441243.0  | Protein 1630 |      NO     |     0.00    |
| 1312 |  6710733.0  | Protein 3835 |      NO     |     0.00    |
| 1313 |   230710.0  | Protein 2413 |      NO     |     0.00    |
| 1314 |  3173542.0  | Protein 2031 |      NO     |     0.00    |
| 1315 |  10296561.0 | Protein 3830 |      NO     |     0.00    |
| 1316 |    462.0    | Protein 2513 |      NO     |     0.00    |
| 1317 |  6450546.0  | Protein 3013 |      NO     |     0.00    |
| 1318 |  70945511.0 | Protein 548  |      NO     |     0.00    |
| 1319 |   36119.0   | Protein 181  |      NO     |     0.00    |
| 1320 |  11427553.0 | Protein 4583 |      NO     |     0.00    |
| 1321 |  6918837.0  | Protein 5478 |      NO     |     0.00    |
| 1322 |    4449.0   | Protein 1173 |      NO     |     0.00    |
| 1323 |  71462653.0 | Protein 5366 |      NO     |     0.00    |
| 1324 |    3478.0   | Protein 3400 |      NO     |     0.00    |
| 1325 |  71699712.0 | Protein 5299 |      NO     |     0.00    |
| 1326 |    3960.0   | Protein 1246 |      NO     |     0.00    |
| 1327 |    6037.0   | Protein 2604 |      NO     |     0.00    |
| 1328 |   36573.0   | Protein 3312 |      NO     |     0.00    |
| 1329 |  11338033.0 | Protein 1020 |      NO     |     0.00    |
| 1330 |    4679.0   | Protein 2166 |      NO     |     0.00    |
| 1331 |   312145.0  | Protein 2332 |      NO     |     0.00    |
| 1332 |   54766.0   | Protein 3849 |      NO     |     0.00    |
| 1333 |    4756.0   | Protein 759  |      NO     |     0.00    |
| 1334 |    3374.0   |  Protein 44  |      NO     |     0.00    |
| 1335 |  49784945.0 | Protein 4161 |      NO     |     0.00    |
| 1336 |  24882669.0 | Protein 3584 |      NO     |     0.00    |
| 1337 |  11037861.0 | Protein 3256 |      NO     |     0.00    |
| 1338 |  51355147.0 | Protein 1939 |      NO     |     0.00    |
| 1339 |   119053.0  | Protein 1480 |      NO     |     0.00    |
| 1340 |  53239854.0 | Protein 794  |      NO     |     0.00    |
| 1341 |   71310.0   | Protein 5956 |      NO     |     0.00    |
| 1342 |  9806489.0  | Protein 2954 |      NO     |     0.00    |
| 1343 |  73265271.0 | Protein 1287 |      NO     |     0.00    |
| 1344 |   456389.0  | Protein 2518 |      NO     |     0.00    |
| 1345 |  44143370.0 | Protein 1336 |      NO     |     0.00    |
| 1346 |  5489013.0  | Protein 5377 |      NO     |     0.00    |
| 1347 |    5319.0   | Protein 6000 |      NO     |     0.00    |
| 1348 |  57519510.0 | Protein 3124 |      NO     |     0.00    |
| 1349 |    5571.0   | Protein 2229 |      NO     |     0.00    |
| 1350 |    3998.0   | Protein 6057 |      NO     |     0.00    |
| 1351 | 135400184.0 | Protein 1539 |      NO     |     0.00    |
| 1352 |   509554.0  | Protein 4084 |      NO     |     0.00    |
| 1353 |   71267.0   | Protein 5502 |      NO     |     0.00    |
| 1354 |  10176749.0 | Protein 3886 |      NO     |     0.00    |
| 1355 |  4306515.0  | Protein 3108 |      NO     |     0.00    |
| 1356 |  11452716.0 | Protein 3897 |      NO     |     0.00    |
| 1357 |    7558.0   | Protein 3462 |      NO     |     0.00    |
| 1358 |  16118392.0 | Protein 411  |      NO     |     0.00    |
| 1359 |   176874.0  | Protein 4049 |      NO     |     0.00    |
| 1360 |    7870.0   | Protein 4067 |      NO     |     0.00    |
| 1361 |  10099206.0 | Protein 3919 |      NO     |     0.00    |
| 1362 |    9064.0   | Protein 4758 |      NO     |     0.00    |
| 1363 |  5288600.0  | Protein 4217 |      NO     |     0.00    |
| 1364 |   155815.0  | Protein 1936 |      NO     |     0.00    |
| 1365 |   114866.0  | Protein 4508 |      NO     |     0.00    |
| 1366 |   30323.0   | Protein 912  |      NO     |     0.00    |
| 1367 |   65935.0   | Protein 3221 |      NO     |     0.00    |
| 1368 |   216210.0  | Protein 2830 |      NO     |     0.00    |
| 1369 |     UNK     | Protein 588  |      NO     |     0.00    |
| 1370 |   688020.0  | Protein 4076 |      NO     |     0.00    |
| 1371 |   656516.0  | Protein 2689 |      NO     |     0.00    |
| 1372 |  23116322.0 | Protein 4564 |      NO     |     0.00    |
| 1373 |  5284571.0  | Protein 5707 |      NO     |     0.00    |
| 1374 |  9908880.0  | Protein 512  |      NO     |     0.00    |
| 1375 |    2732.0   | Protein 5015 |      NO     |     0.00    |
| 1376 |  9906875.0  | Protein 4757 |      NO     |     0.00    |
| 1377 |   71141.0   |  Protein 25  |      NO     |     0.00    |
| 1378 |   39065.0   | Protein 4297 |      NO     |     0.00    |
| 1379 |  73330464.0 | Protein 3501 |      NO     |     0.00    |
| 1380 |    6476.0   | Protein 4433 |      NO     |     0.00    |
| 1381 |   114750.0  | Protein 2909 |      NO     |     0.00    |
| 1382 |    5090.0   | Protein 5494 |      NO     |     0.00    |
| 1383 |    3033.0   | Protein 3393 |      NO     |     0.00    |
| 1384 |   65863.0   | Protein 1736 |      NO     |     0.00    |
| 1385 |    5639.0   | Protein 1353 |      NO     |     0.00    |
| 1386 | 129009921.0 | Protein 4190 |      NO     |     0.00    |
| 1387 |    3758.0   | Protein 3591 |      NO     |     0.00    |
| 1388 |  5480230.0  | Protein 3538 |      NO     |     0.00    |
| 1389 |  6918391.0  | Protein 5319 |      NO     |     0.00    |
| 1390 |    4727.0   | Protein 5934 |      NO     |     0.00    |
| 1391 |   16351.0   | Protein 4875 |      NO     |     0.00    |
| 1392 |   37816.0   | Protein 4537 |      NO     |     0.00    |
| 1393 |    2973.0   | Protein 1512 |      NO     |     0.00    |
| 1394 |  16124688.0 | Protein 3200 |      NO     |     0.00    |
| 1395 |  25124816.0 | Protein 1687 |      NO     |     0.00    |
| 1396 |    4044.0   | Protein 5021 |      NO     |     0.00    |
| 1397 |    912.0    | Protein 5465 |      NO     |     0.00    |
| 1398 |  5284627.0  | Protein 3345 |      NO     |     0.00    |
| 1399 |   443391.0  | Protein 868  |      NO     |     0.00    |
| 1400 |    6133.0   | Protein 5357 |      NO     |     0.00    |
| 1401 |     UNK     | Protein 3320 |      NO     |     0.00    |
| 1402 |    4912.0   | Protein 1701 |      NO     |     0.00    |
| 1403 |   20864.0   | Protein 5030 |      NO     |     0.00    |
| 1404 |   33625.0   | Protein 5815 |      NO     |     0.00    |
| 1405 |   107896.0  | Protein 4215 |      NO     |     0.00    |
| 1406 |   132971.0  | Protein 3962 |      NO     |     0.00    |
| 1407 |   37175.0   | Protein 3485 |      NO     |     0.00    |
| 1408 |   126437.0  | Protein 5528 |      NO     |     0.00    |
| 1409 |  5282493.0  | Protein 2325 |      NO     |     0.00    |
| 1410 |    4174.0   | Protein 3377 |      NO     |     0.00    |
| 1411 |    3961.0   | Protein 2220 |      NO     |     0.00    |
| 1412 |  5282728.0  | Protein 5592 |      NO     |     0.00    |
| 1413 |  12004512.0 | Protein 5495 |      NO     |     0.00    |
| 1414 |  16066663.0 | Protein 3107 |      NO     |     0.00    |
| 1415 |   108182.0  | Protein 1407 |      NO     |     0.00    |
| 1416 |   198747.0  | Protein 3858 |      NO     |     0.00    |
| 1417 |    3386.0   | Protein 1277 |      NO     |     0.00    |
| 1418 |  9912992.0  | Protein 3439 |      NO     |     0.00    |
| 1419 |   470999.0  | Protein 235  |      NO     |     0.00    |
| 1420 |  24069687.0 | Protein 4638 |      NO     |     0.00    |
| 1421 |  4719406.0  | Protein 950  |      NO     |     0.00    |
| 1422 |   65482.0   | Protein 739  |      NO     |     0.00    |
| 1423 |  25128145.0 | Protein 652  |      NO     |     0.00    |
| 1424 |    4583.0   |  Protein 11  |      NO     |     0.00    |
| 1425 |   636822.0  | Protein 5046 |      NO     |     0.00    |
| 1426 |  3043606.0  | Protein 2887 |      NO     |     0.00    |
| 1427 |  11703284.0 | Protein 1436 |      NO     |     0.00    |
| 1428 |  59052285.0 | Protein 2623 |      NO     |     0.00    |
| 1429 |   164739.0  | Protein 3768 |      NO     |     0.00    |
| 1430 |   18283.0   | Protein 1147 |      NO     |     0.00    |
| 1431 |  1550234.0  | Protein 5755 |      NO     |     0.00    |
| 1432 |  5275766.0  | Protein 1830 |      NO     |     0.00    |
| 1433 |  4331799.0  | Protein 1033 |      NO     |     0.00    |
| 1434 |  25102847.0 | Protein 1456 |      NO     |     0.00    |
| 1435 |  5468522.0  | Protein 6014 |      NO     |     0.00    |
| 1436 |    3688.0   | Protein 5427 |      NO     |     0.00    |
| 1437 |  5702003.0  |  Protein 60  |      NO     |     0.00    |
| 1438 |   178052.0  | Protein 2034 |      NO     |     0.00    |
| 1439 |  9868037.0  | Protein 2186 |      NO     |     0.00    |
| 1440 |   100472.0  | Protein 3378 |      NO     |     0.00    |
| 1441 |   153921.0  | Protein 430  |      NO     |     0.00    |
| 1442 |   38000.0   | Protein 3376 |      NO     |     0.00    |
| 1443 |   483407.0  | Protein 692  |      NO     |     0.00    |
| 1444 |   15488.0   | Protein 3705 |      NO     |     0.00    |
| 1445 |    4674.0   | Protein 4135 |      NO     |     0.00    |
| 1446 |    5411.0   | Protein 4415 |      NO     |     0.00    |
| 1447 |   439958.0  | Protein 6023 |      NO     |     0.00    |
| 1448 |   68888.0   | Protein 5536 |      NO     |     0.00    |
| 1449 |    7405.0   | Protein 4723 |      NO     |     0.00    |
| 1450 |    6041.0   | Protein 4273 |      NO     |     0.00    |
| 1451 |  7251185.0  | Protein 5096 |      NO     |     0.00    |
| 1452 |   108092.0  | Protein 4066 |      NO     |     0.00    |
| 1453 |   468595.0  | Protein 486  |      NO     |     0.00    |
| 1454 |   33925.0   | Protein 947  |      NO     |     0.00    |
| 1455 |  3601086.0  | Protein 5042 |      NO     |     0.00    |
| 1456 |  46191454.0 | Protein 3932 |      NO     |     0.00    |
| 1457 | 135445765.0 | Protein 2722 |      NO     |     0.00    |
| 1458 |   41448.0   | Protein 4828 |      NO     |     0.00    |
| 1459 |  6918525.0  | Protein 2105 |      NO     |     0.00    |
| 1460 |    936.0    | Protein 2981 |      NO     |     0.00    |
| 1461 |  17253208.0 | Protein 1839 |      NO     |     0.00    |
| 1462 | 135400189.0 | Protein 3685 |      NO     |     0.00    |
| 1463 |    4642.0   | Protein 6026 |      NO     |     0.00    |
| 1464 |    7436.0   | Protein 4810 |      NO     |     0.00    |
| 1465 |    3152.0   | Protein 3355 |      NO     |     0.00    |
| 1466 |  71602803.0 | Protein 607  |      NO     |     0.00    |
| 1467 |  10275789.0 | Protein 1412 |      NO     |     0.00    |
| 1468 |   224859.0  | Protein 2569 |      NO     |     0.00    |
| 1469 |  9884685.0  | Protein 3743 |      NO     |     0.00    |
| 1470 |   31762.0   | Protein 2886 |      NO     |     0.00    |
| 1471 |     UNK     | Protein 3252 |      NO     |     0.00    |
| 1472 |  3001077.0  | Protein 5286 |      NO     |     0.00    |
| 1473 |     UNK     | Protein 332  |      NO     |     0.00    |
| 1474 |     UNK     | Protein 1194 |      NO     |     0.00    |
| 1475 |  3086618.0  | Protein 3811 |      NO     |     0.00    |
| 1476 |  71811910.0 | Protein 1519 |      NO     |     0.00    |
| 1477 |  24801690.0 | Protein 1236 |      NO     |     0.00    |
| 1478 |   441289.0  | Protein 3665 |      NO     |     0.00    |
| 1479 |    4106.0   | Protein 1928 |      NO     |     0.00    |
| 1480 |    3488.0   | Protein 4123 |      NO     |     0.00    |
| 1481 |    4195.0   | Protein 4119 |      NO     |     0.00    |
| 1482 |   184644.0  | Protein 279  |      NO     |     0.00    |
| 1483 |   60606.0   | Protein 2779 |      NO     |     0.00    |
| 1484 |    4921.0   | Protein 747  |      NO     |     0.00    |
| 1485 |    3219.0   | Protein 3409 |      NO     |     0.00    |
| 1486 |    9369.0   | Protein 5605 |      NO     |     0.00    |
| 1487 |  91754484.0 | Protein 2616 |      NO     |     0.00    |
| 1488 |   984170.0  | Protein 4200 |      NO     |     0.00    |
| 1489 |    5566.0   | Protein 1250 |      NO     |     0.00    |
| 1490 |  23636017.0 | Protein 2473 |      NO     |     0.00    |
| 1491 |  73425805.0 | Protein 2772 |      NO     |     0.00    |
| 1492 |   176408.0  | Protein 1710 |      NO     |     0.00    |
| 1493 |  11347895.0 | Protein 881  |      NO     |     0.00    |
| 1494 |   114894.0  | Protein 4922 |      NO     |     0.00    |
| 1495 |    5087.0   | Protein 3980 |      NO     |     0.00    |
| 1496 |   21470.0   | Protein 2585 |      NO     |     0.00    |
| 1497 |  10472693.0 | Protein 5199 |      NO     |     0.00    |
| 1498 |  66571643.0 | Protein 4692 |      NO     |     0.00    |
| 1499 |  59174579.0 | Protein 1249 |      NO     |     0.00    |
| 1500 |  24872560.0 | Protein 511  |      NO     |     0.00    |
| 1501 | 135564890.0 | Protein 1052 |      NO     |     0.00    |
| 1502 |   57030.0   | Protein 422  |      NO     |     0.00    |
| 1503 |  1560402.0  | Protein 3836 |      NO     |     0.00    |
| 1504 |  11771279.0 | Protein 5373 |      NO     |     0.00    |
| 1505 |   637863.0  | Protein 6053 |      NO     |     0.00    |
| 1506 |    3675.0   | Protein 5359 |      NO     |     0.00    |
| 1507 |   421610.0  | Protein 2308 |      NO     |     0.00    |
| 1508 |  45114174.0 | Protein 2049 |      NO     |     0.00    |
| 1509 |   13086.0   | Protein 5391 |      NO     |     0.00    |
| 1510 |   107807.0  | Protein 4525 |      NO     |     0.00    |
| 1511 |    3325.0   | Protein 3491 |      NO     |     0.00    |
| 1512 |    2741.0   | Protein 4031 |      NO     |     0.00    |
| 1513 |   60852.0   | Protein 3774 |      NO     |     0.00    |
| 1514 |    6880.0   | Protein 4306 |      NO     |     0.00    |
| 1515 |    4004.0   | Protein 2652 |      NO     |     0.00    |
| 1516 |    3763.0   | Protein 4621 |      NO     |     0.00    |
| 1517 |   47499.0   |  Protein 67  |      NO     |     0.00    |
| 1518 |  9887712.0  | Protein 2596 |      NO     |     0.00    |
| 1519 |    1123.0   | Protein 3371 |      NO     |     0.00    |
| 1520 |   446284.0  | Protein 5862 |      NO     |     0.00    |
| 1521 |   68911.0   | Protein 3963 |      NO     |     0.00    |
| 1522 |   480953.0  | Protein 1092 |      NO     |     0.00    |
| 1523 |  25218684.0 | Protein 2631 |      NO     |     0.00    |
| 1524 |   134018.0  | Protein 3346 |      NO     |     0.00    |
| 1525 |  5717801.0  | Protein 1635 |      NO     |     0.00    |
| 1526 |  72836888.0 | Protein 766  |      NO     |     0.00    |
| 1527 |   47472.0   | Protein 2282 |      NO     |     0.00    |
| 1528 |  1163034.0  | Protein 2314 |      NO     |     0.00    |
| 1529 |  5282169.0  | Protein 1103 |      NO     |     0.00    |
| 1530 |  5244802.0  | Protein 2708 |      NO     |     0.00    |
| 1531 |    2564.0   | Protein 601  |      NO     |     0.00    |
| 1532 |   139570.0  | Protein 1708 |      NO     |     0.00    |
| 1533 |    3342.0   | Protein 6064 |      NO     |     0.00    |
| 1534 |    6494.0   | Protein 6050 |      NO     |     0.00    |
| 1535 |   54746.0   | Protein 3470 |      NO     |     0.00    |
| 1536 |    4832.0   | Protein 4154 |      NO     |     0.00    |
| 1537 |  9615346.0  |  Protein 38  |      NO     |     0.00    |
| 1538 |   108143.0  | Protein 3121 |      NO     |     0.00    |
| 1539 |   16258.0   | Protein 3401 |      NO     |     0.00    |
| 1540 |    3671.0   | Protein 977  |      NO     |     0.00    |
| 1541 |   20299.0   | Protein 4071 |      NO     |     0.00    |
| 1542 |    5268.0   | Protein 5140 |      NO     |     0.00    |
| 1543 |  10310632.0 | Protein 910  |      NO     |     0.00    |
| 1544 |    5733.0   | Protein 3022 |      NO     |     0.00    |
| 1545 |   40539.0   | Protein 3730 |      NO     |     0.00    |
| 1546 |   73087.0   | Protein 1137 |      NO     |     0.00    |
| 1547 |    3197.0   | Protein 351  |      NO     |     0.00    |
| 1548 |     UNK     | Protein 4715 |      NO     |     0.00    |
| 1549 |  25229450.0 | Protein 2851 |      NO     |     0.00    |
| 1550 |    9394.0   | Protein 2781 |      NO     |     0.00    |
| 1551 |  6918155.0  | Protein 4100 |      NO     |     0.00    |
| 1552 |  10341154.0 | Protein 338  |      NO     |     0.00    |
| 1553 |    3329.0   |  Protein 95  |      NO     |     0.00    |
| 1554 | 129010076.0 | Protein 1792 |      NO     |     0.00    |
| 1555 |  42611257.0 | Protein 3010 |      NO     |     0.00    |
| 1556 |    3958.0   | Protein 3443 |      NO     |     0.00    |
| 1557 |  5284527.0  |  Protein 63  |      NO     |     0.00    |
| 1558 |  6918567.0  | Protein 1446 |      NO     |     0.00    |
| 1559 |    4768.0   | Protein 4677 |      NO     |     0.00    |
| 1560 |  2733506.0  | Protein 5890 |      NO     |     0.00    |
| 1561 |    2562.0   | Protein 4455 |      NO     |     0.00    |
| 1562 |  6918314.0  | Protein 2823 |      NO     |     0.00    |
| 1563 |  59970976.0 | Protein 5361 |      NO     |     0.00    |
| 1564 |    6857.0   | Protein 753  |      NO     |     0.00    |
| 1565 |  9905811.0  |  Protein 78  |      NO     |     0.00    |
| 1566 |   33334.0   | Protein 5007 |      NO     |     0.00    |
| 1567 |   374536.0  | Protein 3209 |      NO     |     0.00    |
| 1568 |  11207937.0 | Protein 4486 |      NO     |     0.00    |
| 1569 |  56599306.0 | Protein 3822 |      NO     |     0.00    |
| 1570 |  3929516.0  | Protein 2222 |      NO     |     0.00    |
| 1571 |   42008.0   |  Protein 41  |      NO     |     0.00    |
| 1572 |   98889.0   | Protein 2947 |      NO     |     0.00    |
| 1573 |  57335384.0 | Protein 1105 |      NO     |     0.00    |
| 1574 |  13037657.0 | Protein 4574 |      NO     |     0.00    |
| 1575 |  5329775.0  | Protein 366  |      NO     |     0.00    |
| 1576 |   60511.0   | Protein 4238 |      NO     |     0.00    |
| 1577 |  53348216.0 | Protein 1161 |      NO     |     0.00    |
| 1578 |   26937.0   | Protein 2523 |      NO     |     0.00    |
| 1579 |   180496.0  | Protein 4774 |      NO     |     0.00    |
| 1580 |   127382.0  | Protein 2871 |      NO     |     0.00    |
| 1581 |     UNK     | Protein 966  |      NO     |     0.00    |
| 1582 |    2353.0   | Protein 1395 |      NO     |     0.00    |
| 1583 |  1655860.0  | Protein 1239 |      NO     |     0.00    |
| 1584 |    4212.0   | Protein 1903 |      NO     |     0.00    |
| 1585 |   14871.0   | Protein 3661 |      NO     |     0.00    |
| 1586 |   68827.0   | Protein 4632 |      NO     |     0.00    |
| 1587 |    5959.0   | Protein 123  |      NO     |     0.00    |
| 1588 |   101744.0  | Protein 3798 |      NO     |     0.00    |
| 1589 |    3520.0   | Protein 1144 |      NO     |     0.00    |
| 1590 |   457388.0  |  Protein 72  |      NO     |     0.00    |
| 1591 |  23642319.0 | Protein 5276 |      NO     |     0.00    |
| 1592 |  5311093.0  | Protein 3719 |      NO     |     0.00    |
| 1593 |    1687.0   | Protein 3279 |      NO     |     0.00    |
| 1594 |  72709059.0 | Protein 2025 |      NO     |     0.00    |
| 1595 |   221354.0  | Protein 1606 |      NO     |     0.00    |
| 1596 |  5701990.0  | Protein 5801 |      NO     |     0.00    |
| 1597 |    9458.0   | Protein 2881 |      NO     |     0.00    |
| 1598 |  5329150.0  | Protein 4304 |      NO     |     0.00    |
| 1599 |  74089869.0 | Protein 902  |      NO     |     0.00    |
| 1600 |   119029.0  | Protein 2901 |      NO     |     0.00    |
| 1601 |  16007367.0 | Protein 1796 |      NO     |     0.00    |
| 1602 |  57222566.0 | Protein 111  |      NO     |     0.00    |
| 1603 |   65790.0   | Protein 5368 |      NO     |     0.00    |
| 1604 | 135398520.0 | Protein 3734 |      NO     |     0.00    |
| 1605 |     UNK     | Protein 3616 |      NO     |     0.00    |
| 1606 |  10410059.0 | Protein 5314 |      NO     |     0.00    |
| 1607 |  9816738.0  | Protein 3055 |      NO     |     0.00    |
| 1608 |    5318.0   | Protein 2393 |      NO     |     0.00    |
| 1609 |   789882.0  | Protein 5094 |      NO     |     0.00    |
| 1610 |   33630.0   | Protein 1976 |      NO     |     0.00    |
| 1611 |    7176.0   | Protein 5050 |      NO     |     0.00    |
| 1612 |  6918409.0  | Protein 5627 |      NO     |     0.00    |
| 1613 |  11468733.0 | Protein 4805 |      NO     |     0.00    |
| 1614 |   446916.0  | Protein 1645 |      NO     |     0.00    |
| 1615 |    3518.0   | Protein 4521 |      NO     |     0.00    |
| 1616 |  44281634.0 | Protein 3216 |      NO     |     0.00    |
| 1617 |    5104.0   | Protein 1295 |      NO     |     0.00    |
| 1618 |  16758175.0 | Protein 1237 |      NO     |     0.00    |
| 1619 |    2303.0   | Protein 1826 |      NO     |     0.00    |
| 1620 |    2081.0   | Protein 3848 |      NO     |     0.00    |
| 1621 |  11587013.0 | Protein 5834 |      NO     |     0.00    |
| 1622 |    1110.0   | Protein 5599 |      NO     |     0.00    |
| 1623 |   836002.0  | Protein 1869 |      NO     |     0.00    |
| 1624 |     UNK     | Protein 3017 |      NO     |     0.00    |
| 1625 |   10819.0   | Protein 5041 |      NO     |     0.00    |
| 1626 |  11848206.0 | Protein 1448 |      NO     |     0.00    |
| 1627 |  5486182.0  |  Protein 65  |      NO     |     0.00    |
| 1628 |   64814.0   | Protein 5262 |      NO     |     0.00    |
| 1629 |  23654757.0 | Protein 4237 |      NO     |     0.00    |
| 1630 |   47811.0   | Protein 4952 |      NO     |     0.00    |
| 1631 |  54676478.0 | Protein 2023 |      NO     |     0.00    |
| 1632 |  5310967.0  | Protein 3319 |      NO     |     0.00    |
| 1633 |  16718576.0 | Protein 571  |      NO     |     0.00    |
| 1634 |  3033226.0  | Protein 3782 |      NO     |     0.00    |
| 1635 |   15331.0   | Protein 5640 |      NO     |     0.00    |
| 1636 |   441130.0  |  Protein 81  |      NO     |     0.00    |
| 1637 |   24699.0   | Protein 2046 |      NO     |     0.00    |
| 1638 |  11075829.0 | Protein 2368 |      NO     |     0.00    |
| 1639 |   64741.0   | Protein 171  |      NO     |     0.00    |
| 1640 |    2520.0   | Protein 3566 |      NO     |     0.00    |
| 1641 |    4615.0   | Protein 3801 |      NO     |     0.00    |
| 1642 |    3335.0   | Protein 6001 |      NO     |     0.00    |
| 1643 |  51371314.0 | Protein 1174 |      NO     |     0.00    |
| 1644 |    5577.0   | Protein 3172 |      NO     |     0.00    |
| 1645 |  5282138.0  | Protein 2961 |      NO     |     0.00    |
| 1646 |  15981397.0 | Protein 836  |      NO     |     0.00    |
| 1647 |  9549298.0  | Protein 3148 |      NO     |     0.00    |
| 1648 |    6635.0   | Protein 2792 |      NO     |     0.00    |
| 1649 |  53358422.0 | Protein 1397 |      NO     |     0.00    |
| 1650 |   445354.0  | Protein 4821 |      NO     |     0.00    |
| 1651 |  1328033.0  | Protein 5344 |      NO     |     0.00    |
| 1652 |    3883.0   | Protein 4045 |      NO     |     0.00    |
| 1653 |  5335621.0  | Protein 1633 |      NO     |     0.00    |
| 1654 |   10607.0   | Protein 2965 |      NO     |     0.00    |
| 1655 |  44181686.0 | Protein 446  |      NO     |     0.00    |
| 1656 |   770820.0  | Protein 5768 |      NO     |     0.00    |
| 1657 |  3038522.0  | Protein 2373 |      NO     |     0.00    |
| 1658 |   65865.0   | Protein 3483 |      NO     |     0.00    |
| 1659 |  10477191.0 | Protein 2542 |      NO     |     0.00    |
| 1660 |  46908929.0 | Protein 2095 |      NO     |     0.00    |
| 1661 |   448055.0  | Protein 5171 |      NO     |     0.00    |
| 1662 |  78160832.0 | Protein 420  |      NO     |     0.00    |
| 1663 |  11949646.0 | Protein 2402 |      NO     |     0.00    |
| 1664 |     UNK     | Protein 889  |      NO     |     0.00    |
| 1665 |  1367095.0  | Protein 4651 |      NO     |     0.00    |
| 1666 |   60748.0   | Protein 5358 |      NO     |     0.00    |
| 1667 |    2345.0   | Protein 5842 |      NO     |     0.00    |
| 1668 |   51040.0   | Protein 5672 |      NO     |     0.00    |
| 1669 |    7333.0   | Protein 3810 |      NO     |     0.00    |
| 1670 |   25295.0   | Protein 1097 |      NO     |     0.00    |
| 1671 |  5289501.0  | Protein 5009 |      NO     |     0.00    |
| 1672 |   92730.0   | Protein 5772 |      NO     |     0.00    |
| 1673 |   56959.0   | Protein 2809 |      NO     |     0.00    |
| 1674 |    7151.0   | Protein 3555 |      NO     |     0.00    |
| 1675 |   92409.0   | Protein 5884 |      NO     |     0.00    |
| 1676 |  25108829.0 | Protein 2790 |      NO     |     0.00    |
| 1677 |   446962.0  | Protein 4222 |      NO     |     0.00    |
| 1678 |    2123.0   | Protein 2238 |      NO     |     0.00    |
| 1679 |  40467076.0 | Protein 3033 |      NO     |     0.00    |
| 1680 |  5280581.0  | Protein 5759 |      NO     |     0.00    |
| 1681 |  16678941.0 | Protein 619  |      NO     |     0.00    |
| 1682 |    3090.0   | Protein 1171 |      NO     |     0.00    |
| 1683 |  10071196.0 | Protein 3146 |      NO     |     0.00    |
| 1684 |   457928.0  | Protein 5569 |      NO     |     0.00    |
| 1685 |    3637.0   | Protein 3517 |      NO     |     0.00    |
| 1686 |   31401.0   | Protein 5205 |      NO     |     0.00    |
| 1687 |  25262792.0 | Protein 2201 |      NO     |     0.00    |
| 1688 |    8820.0   | Protein 5940 |      NO     |     0.00    |
| 1689 |  1549000.0  | Protein 2260 |      NO     |     0.00    |
| 1690 |    2663.0   | Protein 3737 |      NO     |     0.00    |
| 1691 |  9913767.0  | Protein 4847 |      NO     |     0.00    |
| 1692 | 135539077.0 | Protein 3733 |      NO     |     0.00    |
| 1693 |   442534.0  | Protein 3140 |      NO     |     0.00    |
| 1694 |  54698642.0 | Protein 184  |      NO     |     0.00    |
| 1695 |    6197.0   | Protein 3269 |      NO     |     0.00    |
| 1696 |  78357816.0 | Protein 1437 |      NO     |     0.00    |
| 1697 |  10474339.0 | Protein 1531 |      NO     |     0.00    |
| 1698 |   14369.0   | Protein 4650 |      NO     |     0.00    |
| 1699 |    4926.0   | Protein 3233 |      NO     |     0.00    |
| 1700 |    7817.0   | Protein 2076 |      NO     |     0.00    |
| 1701 |   72307.0   | Protein 1685 |      NO     |     0.00    |
| 1702 |  11745519.0 | Protein 5309 |      NO     |     0.00    |
| 1703 |    1401.0   | Protein 2293 |      NO     |     0.00    |
| 1704 |  10429706.0 | Protein 1036 |      NO     |     0.00    |
| 1705 |  46832368.0 | Protein 1843 |      NO     |     0.00    |
| 1706 |  6604749.0  | Protein 3863 |      NO     |     0.00    |
| 1707 |  5280567.0  | Protein 4293 |      NO     |     0.00    |
| 1708 |    8434.0   | Protein 5698 |      NO     |     0.00    |
| 1709 |  9868580.0  | Protein 4062 |      NO     |     0.00    |
| 1710 |   60937.0   | Protein 2552 |      NO     |     0.00    |
| 1711 |  9867642.0  | Protein 1122 |      NO     |     0.00    |
| 1712 |  56963315.0 | Protein 1810 |      NO     |     0.00    |
| 1713 |   108185.0  | Protein 1215 |      NO     |     0.00    |
| 1714 |   24764.0   | Protein 2316 |      NO     |     0.00    |
| 1715 |    4680.0   | Protein 1784 |      NO     |     0.00    |
| 1716 |  6914666.0  | Protein 1046 |      NO     |     0.00    |
| 1717 |   102871.0  | Protein 3612 |      NO     |     0.00    |
| 1718 |  1550874.0  | Protein 5103 |      NO     |     0.00    |
| 1719 |  5317750.0  | Protein 4941 |      NO     |     0.00    |
| 1720 |    2381.0   | Protein 5754 |      NO     |     0.00    |
| 1721 |    4422.0   | Protein 4513 |      NO     |     0.00    |
